epoch,train_loss,val_loss
1,0.15739359424467791,0.1365137287894178
2,0.14250437138124616,0.13232856105834434
3,0.13948282899080033,0.13289665256182068
4,0.1374405154363383,0.13172509330701976
5,0.13560195490647212,0.13051942721301435
